variable,w5_label,w1_label,w2_label,w3_label,w4_label,w6_label,w5_values,w1_values,w2_values,w3_values,w4_values,w6_values,w5_label_present,w1_label_present,w2_label_present,w3_label_present,w4_label_present,w6_label_present,n_waves_present,similar_variables,similarity_scores,suggested_concept_group,suggested_domain
q52,52 Which one is the most important channel for you to find information about politics and government?,NA,"When you get together with your family members or friends, how often do you discuss political matters?","q52. For the sake of national interest, individual interest could be sacrificed.",52. How often do you use the Internet or social media networks to express your opinion about politics and government?,NA,Missing = -1; Not applicable = 0; Television = 1,NA,Frequently = 1; Occasionally = 2; Never = 3,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Not applicable = 0; Everyday = 1,NA,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,4,NA,NA,NA,NA
q91,91 The courts protects the ordinary people from the abuse of government power,NA,NA,q91. Here is a scale: 1 means completely undemocratic and 10 means completely democratic. Where would you place our country under the present government?,91. which one would you choose as the most essential characteristics of a democracy?,91 In your opinion how much of a democracy is our country?,Missing = -1; Definitely not an essential characteristic of democracy = 1; 2 = 2,NA,NA,Missing = -1; Do not understand the question = 97; Can't choose = 98,Missing = -1; People have the freedom to take part in protests and demonstrations = 1; Politics is clean and free of corruption. = 2,Missing = -1; Not applicable = 0; A Full Democracy = 1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4,NA,NA,NA,NA
q157a,157a Do you strongly agree or just agree with the chosen statement?,NA,NA,q157a. Does China do more good or harm to the region?,NA,157a Do you strongly agree or just agree with the chosen statement?,Missing = -1; Not applicable = 0; Strongly agree = 1,NA,NA,Missing = -1; Not applicable = 0; Much more good than harm = 1,NA,Missing = -1; Not applicable = 0; Strongly Agree = 1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,3,NA,NA,NA,NA
q160,NA,NA,Impression: The European Community or European Union,q160. How much influence does China have on our country?,"160 As compared to my parent's generation, my generation has more or fewer opportunities to improve one's standard of living or social status?",NA,NA,NA,Very Bad = 1; ... = 2; ... = 3,Missing = -1; A great deal of influence = 1; Some influence = 2,Missing = -1; Substantially more opportunities = 1; More opportunities = 2,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3,q156; q156,0.806; 0.806,"q156, q160",NA
q167,"167 Given the chance, how willing would you be to go and live in another country?",NA,NA,NA,167 Which country should be a model for our own country's future development?,"167 Given the chance, how willing would you be to go and live in another country?",Missing = -1; Very willing = 1; Willing = 2,NA,NA,NA,Missing = -1; United States = 1; China = 2,Missing = -1; Not applicable = 0; Very willing = 1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,q180; q180,1; 1,"q167, q180",NA
q168,"168 Under a democratic system, the country endures poor economic performance",NA,NA,NA,168 How much influence does China have on our country?,"168 In order to solve the country’s urgent problems, a leader can govern the country by decrees and disregard the parliament if necessary",Missing = -1; Strongly agree = 1; Somewhat agree = 2,NA,NA,NA,Missing = -1; A great deal of influence = 1; Some influence = 2,Missing = -1; Not applicable = 0; Strongly agree = 1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,q181; q181; q170; q183; q170,1; 1; 0.849; 0.849; 0.849,"q168, q170, q181, q183",NA
q169,169 Democratic regimes are indecisive and full of problems,NA,NA,NA,"169 General speaking, the influence China has on our country is?","169 As long as a government can solve our country’s economic problem, it does not matter if the government holds regular elections or not",Missing = -1; Strongly agree = 1; Somewhat agree = 2,NA,NA,NA,Missing = -1; Very positive = 1; Positive = 2,Missing = -1; Not applicable = 0; Strongly agree = 1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,q182; q182; q171; q184; q171,1; 1; 0.868; 0.868; 0.868,"q169, q171, q182, q184",NA
q170,170 Democratic systems are not effective at maintaining order and stability,NA,NA,NA,170 How much influence does the United States have on our country?,170This country needs a leader who can break the rules if necessary to get things done,Missing = -1; Strongly agree = 1; Somewhat agree = 2,NA,NA,NA,Missing = -1; A great deal of influence = 1; Some influence = 2,Missing = -1; Not applicable = 0; Strongly agree = 1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,q183; q183; q168; q168; q181,1; 1; 0.849; 0.849; 0.849,"q168, q170, q181, q183",NA
q171,171 The citizens in our country are not prepared for a democratic system,NA,NA,NA,"171 General speaking, the influence the United States has on our country is?","171 As long as the government can maintain order and stability in the country, it does not matter whether it is democratic or undemocratic",Missing = -1; Strongly agree = 1; Somewhat agree = 2,NA,NA,NA,Missing = -1; Very positive = 1; Positive = 2,Missing = -1; Not applicable = 0; Strongly agree = 1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,q184; q184; q169; q169; q182,1; 1; 0.868; 0.868; 0.868,"q169, q171, q182, q184",NA
q34a,34a Did the respondent vote for the winning or losing camp?,NA,NA,NA,34a Did the respondent vote for the winning or losing camp?,34a Did the respondent vote for the winning or losing camp?,Missing = -1; Not applicable = 0; Voted for the winning camp = 1,NA,NA,NA,Missing = -1; Not applicable = 0; Voted for the winning camp = 1,Missing = -1; Not applicable = 0; Voted for the winning camp = 1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,NA,NA,NA,NA
q119_1,NA,NA,119_1 Personally witnessed,119_1 Personally witnessed,NA,NA,NA,NA,Not applicable = 0; Yes = 1; No = 2,Missing = -1; Not applicable = 0; Yes = 1,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,NA,NA,NA,NA
q119_2,NA,NA,119_2 Told about it by family member,119_2 Told about it by family member,NA,NA,NA,NA,Not applicable = 0; Yes = 1; No = 2,Missing = -1; Not applicable = 0; Yes = 1,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,q119_3; q119_3,0.833; 0.833,"q119_2, q119_3",NA
q119_3,NA,NA,119_3 Told about it by friend,119_3 Told about it by friend,NA,NA,NA,NA,Not applicable = 0; Yes = 1; No = 2,Missing = -1; Not applicable = 0; Yes = 1,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,q119_2; q119_2,0.833; 0.833,"q119_2, q119_3",NA
q143a,NA,NA,NA,Harmony of the community,NA,"143aWhen there is a public health challenge like the coronavirus, is it justifiable for the government to postpone elections?",NA,NA,NA,Missing = -1; Strongly agree = 1; Somewhat agree = 2,NA,Missing = -1; Not applicable = 0; Always = 1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,NA,NA,NA,NA
q147a,NA,A political leader should not tolerate the views of those who challenge his political ideals,NA,chaotic,NA,NA,NA,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,NA,Missing = -1; Strongly agree = 1; Somewhat agree = 2,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,q147; q147,0.895; 0.895,"q147, q147a",politics
q156_1,156_1 Our country should do more to learn from other countries(q156+q156a),NA,NA,NA,NA,156_1 Our country should do more to learn from other countries(q156+q156a),Missing = -1; Not applicable = 0; Strongly disagree = 1,NA,NA,NA,NA,Missing = -1; Not applicable = 0; Strongly disagree = 1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,q157_1; q157_1,0.851; 0.851,"q156_1, q157_1",NA
q156a,156a Do you strongly agree or just agree with the chosen statement?,NA,NA,NA,NA,156a Do you strongly agree or just agree with the chosen statement?,Missing = -1; Not applicable = 0; Strongly agree = 1,NA,NA,NA,NA,Missing = -1; Not applicable = 0; Strongly Agree = 1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,q74a; q75a; q76a; q77a; q78a,1; 1; 1; 1; 1,"q156a, q74a, q75a, q76a, q77a, q78a",NA
q157_1,157_1 Our country should do more trade with other countries(q157+q157a),NA,NA,NA,NA,157_1 Our country should do more trade with other countries(q157+q157a),Missing = -1; Not applicable = 0; Strongly disagree = 1,NA,NA,NA,NA,Missing = -1; Not applicable = 0; Strongly disagree = 1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,q156_1; q156_1,0.851; 0.851,"q156_1, q157_1",NA
q160a,160a It is the responsibility of the government to narrow the gap between the rich and the poor,NA,NA,NA,NA,160a Narrow the gap between the rich and the poor,Missing = -1; All responsibility = 1; Most of the responsibility = 2,NA,NA,NA,NA,Missing = -1; Not applicable = 0; All = 1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,NA,NA,NA,NA
q160b,160b It is the responsibility of the government to make sure that everyone has affordable housing,NA,NA,NA,NA,160b Make sure that everyone has affordable housing,Missing = -1; All responsibility = 1; Most of the responsibility = 2,NA,NA,NA,NA,Missing = -1; Not applicable = 0; All = 1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,q160c; q160c,0.858; 0.858,"q160b, q160c",NA
q160c,160c It is the responsibility of the government to make sure that everyone has access to basic medical care,NA,NA,NA,NA,160c Make sure that everyone has access to basic medical care,Missing = -1; All responsibility = 1; Most of the responsibility = 2,NA,NA,NA,NA,Missing = -1; Not applicable = 0; All = 1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,q160b; q160b; q160d; q160d,0.858; 0.858; 0.843; 0.843,"q160b, q160c, q160d",NA
q160d,160d It is the responsibility of the government to make sure that basic necessitities such as food and shelters are provided for everyone,NA,NA,NA,NA,160d Make sure that basic necessities such as food and shelters are provided for everyone,Missing = -1; All responsibility = 1; Most of the responsibility = 2,NA,NA,NA,NA,Missing = -1; Not applicable = 0; All = 1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,q160c; q160c,0.843; 0.843,"q160c, q160d",NA
q172,172 Democracy negatively affects social and ethical values in our country,NA,NA,NA,172 How close do you feel to ASEAN? (ASEAN countries only),NA,Missing = -1; Strongly agree = 1; Somewhat agree = 2,NA,NA,NA,Missing = -1; Very close = 1; Close = 2,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,q186; q186; q55; q55,1; 1; 0.804; 0.804,"q172, q186, q55",NA
q173,"173 As long as a government can solve our country's economic problem, it does not matter if it is democratic or not democratic",NA,NA,NA,NA,173 Which country has the most influence in Asia?,Missing = -1; Strongly agree = 1; Somewhat agree = 2,NA,NA,NA,NA,Missing = -1; Not applicable = 0; China = 1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,NA,NA,NA,NA
q174,174 Which country has the most influence in Asia?,NA,NA,NA,NA,174 Does USA do more good or harm to the Asia?,Missing = -1; China = 1; Japan = 2,NA,NA,NA,NA,Missing = -1; Not applicable = 0; Much more good than harm = 1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,NA,NA,NA,NA
q175,175 Does the United States do more good or harm to Asia?,NA,NA,NA,NA,"175 Generally speaking, the influence the United States today has on world affairs is?",Missing = -1; Much more good than harm = 1; Somewhat more good than harm = 2,NA,NA,NA,NA,Missing = -1; Not applicable = 0; Very positive = 1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,NA,NA,NA,NA
q176,176 The influence of the U.S. on world affairs today is negative or positive?,NA,NA,NA,NA,176 Does China do more good or harm to the Asia?,Missing = -1; 1 Highly negative = 1; 2 = 2,NA,NA,NA,NA,Missing = -1; Not applicable = 0; Much more good than harm = 1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,q178; q178,0.821; 0.821,"q176, q178",NA
q177,177  Does China do more good or harm to Asia?,NA,NA,NA,NA,"177 Generally speaking, the influence China today has on world affairs is?",Missing = -1; Much more good than harm = 1; Somewhat more good than harm = 2,NA,NA,NA,NA,Missing = -1; Not applicable = 0; Very positive = 1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,NA,NA,NA,NA
q178,178 The infulece of China on world affairs today is negative or positive?,NA,NA,NA,NA,"178 Generally speaking, the influence the E.U. today has on world affairs is?",Missing = -1; 1 Highly negative = 1; 2 = 2,NA,NA,NA,NA,Missing = -1; Not applicable = 0; Very positive = 1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,q176; q176,0.821; 0.821,"q176, q178",NA
q179,"179 In ten years, which country will have the most influence in Asia?",NA,NA,NA,NA,"179  In ten years, which country will have the most influence in Asia?",Missing = -1; China = 1; Japan = 2,NA,NA,NA,NA,Missing = -1; Not applicable = 0; China = 1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,NA,NA,NA,NA
q180,180 Which country should be a model for our own country's future development?,NA,NA,NA,NA,180 Which country should be a model for our own country's future development?,Missing = -1; United States = 1; China = 2,NA,NA,NA,NA,Missing = -1; Not applicable = 0; USA = 1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,q167; q167,1; 1,"q167, q180",NA
q181,181 How much influence does China have on our country?,NA,NA,NA,NA,181 How much influence does China have on our country?,Missing = -1; A great deal of influence = 1; Some influence = 2,NA,NA,NA,NA,Missing = -1; Not applicable = 0; A great deal of influence = 1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,q168; q168; q170; q170; q183,1; 1; 0.849; 0.849; 0.849,"q168, q170, q181, q183",NA
q182,"182 General speaking, the influence China has on our country is?",NA,NA,NA,NA,"182 Generally speaking, the influence China has on our country is?",Missing = -1; Very positive = 1; Positive = 2,NA,NA,NA,NA,Missing = -1; Not applicable = 0; Very positive = 1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,q169; q169; q171; q171; q184,1; 1; 0.868; 0.868; 0.868,"q169, q171, q182, q184",NA
q183,183 How much influence does the United States have on our country?,NA,NA,NA,NA,183 How much influence does USA have on our country?,Missing = -1; A great deal of influence = 1; Some influence = 2,NA,NA,NA,NA,Missing = -1; Not applicable = 0; A great deal of influence = 1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,q170; q170; q168; q181; q168,1; 1; 0.849; 0.849; 0.849,"q168, q170, q181, q183",NA
q184,"184 General speaking, the influence the United States has on our country is?",NA,NA,NA,NA,"184 General speaking, the influence USA has on our country is?",Missing = -1; Very positive = 1; Positive = 2,NA,NA,NA,NA,Missing = -1; Not applicable = 0; Very positive = 1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,q171; q171; q169; q182; q169,1; 1; 0.868; 0.868; 0.868,"q169, q171, q182, q184",NA
q185,185 Which aspect about the Asian power's influence and impact you have in mind when answering the above questions?,NA,NA,NA,NA,185 Which aspect of the major power’s influence and impact you have in mind when answering the above questions?,Missing = -1; Politics = 1; Economy = 2,NA,NA,NA,NA,Missing = -1; Not applicable = 0; Politics = 1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,NA,NA,NA,NA
q186,186 How close do you feel to ASEAN?(ASEAN countries only)?,NA,NA,NA,NA,186 How close do you feel to ASEAN? (ASEAN countries only),Missing = -1; Very close = 1; Close = 2,NA,NA,NA,NA,Missing = -1; Not applicable = 0; Very close = 1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,q172; q172; q55; q55,1; 1; 0.804; 0.804,"q172, q186, q55",NA
q51,NA,NA,NA,"q51. In a group, we should sacrifice our individual interest for the sake of the group's collective interest.",51. How often do you use the Internet or social media networks to find information about politics and government?,NA,NA,NA,NA,Missing = -1; Missing = 0; Strongly agree = 1,Missing = -1; Not applicable = 0; Everyday = 1,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,NA,NA,NA,NA
q51a,51a You use social media primarily to connect with other people,NA,From Q51 Which is most important,NA,NA,NA,Missing = -1; Not applicable = 0; Yes = 1,NA,Television = 1; Newspaper = 2; Radio = 3,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,NA,NA,NA,NA
q74a,NA,NA,NA,q74a. Do you strongly agree or just agree with the chosen statement?,74a Whether you personally have ever got together with others to try to resolve local problems-4 categories,NA,NA,NA,NA,Missing = -1; Not applicable = 0; Strongly agree = 1,Missing = -1; I have done this more than once = 1; I have done this once = 2,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,q156a; q156a; q75a; q76a; q77a,1; 1; 1; 1; 1,"q156a, q74a, q75a, q76a, q77a",NA
q75a,NA,NA,NA,q75a. Do you strongly agree or just agree with the chosen statement?,75a Got together with others to raise an issue or sign a petition-4 categories,NA,NA,NA,NA,Missing = -1; Not applicable = 0; Strongly agree = 1,Missing = -1; I have done this more than once = 1; I have done this once = 2,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,q156a; q74a; q156a; q74a; q76a,1; 1; 1; 1; 1,"q156a, q74a, q75a, q76a",NA
q76a,NA,NA,NA,q76a. Do you strongly agree or just agree with the chosen statement?,76a Attended a demonstration or protest march-4 categories,NA,NA,NA,NA,Missing = -1; Not applicable = 0; Strongly agree = 1,Missing = -1; I have done this more than once = 1; I have done this once = 2,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,q156a; q74a; q75a; q156a; q74a,1; 1; 1; 1; 1,"q156a, q74a, q75a, q76a",NA
q77a,NA,NA,NA,q77a. Do you strongly agree or just agree with the chosen statement?,77a Used force or violence for a political cause-4 categories,NA,NA,NA,NA,Missing = -1; Not applicable = 0; Strongly agree = 1,Missing = -1; I have done this more than once = 1; I have done this once = 2,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,q156a; q74a; q75a; q76a; q156a,1; 1; 1; 1; 1,"q156a, q74a, q75a, q76a, q77a",NA
q79a,NA,NA,NA,q79a. Do you strongly agree or just agree with the chosen statement?,79a. Do you strongly agree or just agree with the chosen statement?,NA,NA,NA,NA,Missing = -1; Not applicable = 0; Strongly agree = 1,Missing = -1; Not applicable = 0; Strongly agree = 1,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,q156a; q74a; q75a; q76a; q77a,1; 1; 1; 1; 1,"q156a, q74a, q75a, q76a, q77a, q79a",NA
q82a,82a Do you strongly agree or just agree with the chosen statement?,NA,NA,NA,82a. Do you strongly agree or just agree with the chosen statement?,NA,Missing = -1; Not applicable = 0; Strongly agree = 1,NA,NA,NA,Missing = -1; Not applicable = 0; Strongly agree = 1,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,q156a; q74a; q75a; q76a; q77a,1; 1; 1; 1; 1,"q156a, q74a, q75a, q76a, q77a, q82a",NA
