wave,variable,label,value_labels_sample
Wave5,q68,"68 Wealth and poverty, success and failure are all determined by fate.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q68,"68 In the past three years, have you ever contacted elected officials or legislative representatives at any level?",Missing = -1; Not applicable = 0; Have done this more than three times = 1
Wave2,q69,How often do you have personal contact with foreigners?,Almost daily = 1; At least once a week = 2; At least once a month = 3
Wave3,q69,"q69. Here is a list of actions that people sometimes take as citizens. For each of these, please tell me whether you, personally, have never, once, or more than once done any of these things during the past three years.   Got together with others to try t",Missing = -1; Never Done = 0; Once = 1
Wave4,q69,"69 In the past three years, have you ever contacted elected officials or legislative representatives at any level-3 categories",Missing = -1; I have done this more than once = 1; I have done this once = 2
Wave5,q69,"69 If one could have only one child, it is more preferable to have a boy than a girl.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q69,69  Contacted civil servants or officials,Missing = -1; Not applicable = 0; Have done this more than three times = 1
Wave4,q69a,"69a In the past three years, have you ever contacted elected officials or legislative representatives at any level-4 categories",Missing = -1; I have done this more than once = 1; I have done this once = 2
Wave2,q7,Trust in Prime Minister or president,None at all = 1; Not Very Much Trust = 2; Quite a Lot of Trust = 3
Wave3,q7,"q7. I'm going to name a number of institutions. For each one, please tell me how much trust do you have in them? The president",Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2
Wave4,q7,7 Trust in the excutive office (president or prime minister),Mssing = -1; A great deal of trust = 1; Quite a lot of trust = 2
Wave5,q7,7 Trust in the excutive office (president or prime minister),Missing = -1; Trust fully = 1; Trust a lot = 2
Wave6,q7,7 Trust in the excutive office (president or prime minister),Missing = -1; Not applicable = 0; A great deal of trust = 1
Wave2,q70,We should give up gains in the present for the possibility of larger gains in the future,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3
Wave3,q70,q70. Got together with others to raise an issue or sign a petition,Missing = -1; Never Done = 0; Once = 1
Wave4,q70,70  Contacted officials at higher level-3 categories.,Missing = -1; I have done this more than once = 1; I have done this once = 2
Wave5,q70,"70 In the past three years, have you ever contacted elected officials or legislative representatives at any level",Missing = -1; Not applicable = 0; I have done this more than three times = 1
Wave6,q70,"70  Contacted other influential people outside the government, such as traditional leaders/community leaders",Missing = -1; Not applicable = 0; Have done this more than three times = 1
Wave4,q70a,70a  Contacted officials at higher level--4 categories.,Missing = -1; I have done this more than once = 1; I have done this once = 2
Wave2,q71,Conflict among political groups is not a bad thing for our country,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3
Wave3,q71,q71. Attended a demonstration or protest march,Missing = -1; Never Done = 0; Once = 1
Wave4,q71,71 Contacted traditional leaders/community leaders-3 categories,Missing = -1; I have done this more than once = 1; I have done this once = 2
Wave5,q71,71 Contacted civil servants or officials,Missing = -1; Not applicable = 0; I have done this more than three times = 1
Wave6,q71,71  Contacted news media,Missing = -1; Not applicable = 0; Have done this more than three times = 1
Wave4,q71a,71a Contacted traditional leaders/community leaders-4 categories,Missing = -1; I have done this more than once = 1; I have done this once = 2
Wave2,q72,"If a government policy serves the interests of the majority of people, I should support it",Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3
Wave3,q72,q72. Used force or violence for a political cause,Missing = -1; Never Done = 0; Once = 1
Wave4,q72,72  Contacted other influential people outside the government-3 categories.,Missing = -1; I have done this more than once = 1; I have done this once = 2
Wave5,q72,"72 Contacted other influential people outside the government, such as traditional leaders/community leaders.",Missing = -1; Not applicable = 0; I have done this more than three times = 1
Wave6,q72,72  Signed a paper or online petition?,Missing = -1; Not applicable = 0; I have done this more than three times = 1
Wave4,q72a,72a  Contacted other influential people outside the government-4 categories.,Missing = -1; I have done this more than once = 1; I have done this once = 2
Wave2,q73,The best way to deal with complicated political issues should be to leave them to the future,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3
Wave3,q73,"q73. Thinking of whether you voted or not ever since you became eligible for voting, how would you describe yourself -have you voted in every election, voted in most elections, voted in some elections or hardly ever voted?",Missing = -1; Not applicable (eligible only once) = 0; Voted in every election = 1
Wave4,q73,73  Contacted news media-3 categories,Missing = -1; I have done this more than once = 1; I have done this once = 2
Wave5,q73,73 Contacted news media,Missing = -1; Not applicable = 0; I have done this more than three times = 1
Wave6,q73,73  Used the Internet including Social Media Networks to express opinions about politics,Missing = -1; Not applicable = 0; I have done this more than three times = 1
Wave4,q73a,73a  Contacted news media-4 categories,Missing = -1; I have done this more than once = 1; I have done this once = 2
Wave2,q74,Political reform should be introduced little-by-little instead of all-at-once,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3
Wave3,q74,"q74. Let's talk for a moment about the kind of government you would like to have in this country, which of the followings statements do you agree with most? Choose the first or the second statement. [Interviewer: Probe whether respondent strongly agrees o",Missing = -1; Statement 1. Government leaders implement what voters want = 1; Statement 2. Government leaders do what they think is best f = 2
Wave4,q74,74 Whether you personally have ever got together with others to try to resolve local problems-3 categories,Missing = -1; I have done this more than once = 1; I have done this once = 2
Wave5,q74,74 Signed a paper petition,Missing = -1; Not applicable = 0; I have done this more than three times = 1
Wave6,q74,74  Joined a group to activiely support a cause [including online],Missing = -1; Not applicable = 0; I have done this more than three times = 1
Wave3,q74a,q74a. Do you strongly agree or just agree with the chosen statement?,Missing = -1; Not applicable = 0; Strongly agree = 1
Wave4,q74a,74a Whether you personally have ever got together with others to try to resolve local problems-4 categories,Missing = -1; I have done this more than once = 1; I have done this once = 2
Wave2,q75,Cruel criminals should be punished immediately without regard to time-consuming legal processes,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3
Wave3,q75,"q75. Let's talk for a moment about the kind of government you would like to have in this country, which of the followings statements do you agree with most? Choose the first or the second statement. [Interviewer: Probe whether respondent strongly agrees o","Missing = -1; Statement 1. Government is our employee, the people should t = 1; Statement 2. The government is like parent, it should decide = 2"
Wave4,q75,75 Got together with others to raise an issue or sign a petition-3 categories,Missing = -1; I have done this more than once = 1; I have done this once = 2
Wave5,q75,75 Signed an online petition,Missing = -1; Not applicable = 0; I have done this more than three times = 1
Wave6,q75,75  Got together with others face-to face to try to resolve local problems,Missing = -1; Not applicable = 0; I have done this more than three times = 1
Wave3,q75a,q75a. Do you strongly agree or just agree with the chosen statement?,Missing = -1; Not applicable = 0; Strongly agree = 1
Wave4,q75a,75a Got together with others to raise an issue or sign a petition-4 categories,Missing = -1; I have done this more than once = 1; I have done this once = 2
Wave2,q76,"For the sake of the national community/society, the individual should be prepared to sacrifice",Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3
Wave3,q76,"q76. Let's talk for a moment about the kind of government you would like to have in this country, which of the followings statements do you agree with most? Choose the first or the second statement. [Interviewer: Probe whether respondent strongly agrees o",Missing = -1; Statement 1. The media should have the right to publish news = 1; Statement 2. The government should have the right to prevent = 2
Wave4,q76,76 Attended a demonstration or protest march-3 categories,Missing = -1; I have done this more than once = 1; I have done this once = 2
Wave5,q76,76 Used the internet including social media networks to express opinions about politics and government,Missing = -1; Not applicable = 0; I have done this more than three times = 1
Wave6,q76,76  Attended a demonstration or protest march,Missing = -1; Not applicable = 0; I have done this more than three times = 1
Wave3,q76a,q76a. Do you strongly agree or just agree with the chosen statement?,Missing = -1; Not applicable = 0; Strongly agree = 1
Wave4,q76a,76a Attended a demonstration or protest march-4 categories,Missing = -1; I have done this more than once = 1; I have done this once = 2
Wave2,q77,The most important thing for political leaders is to accomplish their goals even if they have to ignore the established procedure,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3
Wave3,q77,"q77. Let's talk for a moment about the kind of government you would like to have in this country, which of the followings statements do you agree with most? Choose the first or the second statement. [Interviewer: Probe whether respondent strongly agrees o",Missing = -1; Statement 1. People should look after themselves and be prim = 1; Statement 2. The government should bear the main responsibil = 2
Wave4,q77,77 Used force or violence for a political cause-3 categories,Missing = -1; I have done this more than once = 1; I have done this once = 2
Wave5,q77,77 Joined a group to actively support a cause(including online),Missing = -1; Not applicable = 0; I have done this more than three times = 1
Wave6,q77,77  Taken an action or done something for a political cause that put you in risk of getting injured,Missing = -1; Not applicable = 0; I have done this more than three times = 1
Wave3,q77a,q77a. Do you strongly agree or just agree with the chosen statement?,Missing = -1; Not applicable = 0; Strongly agree = 1
Wave4,q77a,77a Used force or violence for a political cause-4 categories,Missing = -1; I have done this more than once = 1; I have done this once = 2
Wave2,q78,"If possible, I don't want to get involved in political matters",Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3
Wave3,q78,"q78. Let's talk for a moment about the kind of government you would like to have in this country, which of the followings statements do you agree with most? Choose the first or the second statement. [Interviewer: Probe whether respondent strongly agrees o",Missing = -1; Statement 1. Political leaders are chosen by the people thro = 1; Statement 2. Political leaders are chosen on the basis on th = 2
Wave4,q78,"78 Thinking of whether you voted or not ever since you became eligible for voting, how would you describe yourself?",Missing = -1; Not applicable (eligible only once) = 0; Voted in every election = 1
Wave5,q78,78 Got together with others face-to-face to try to resolve local problems,Missing = -1; Not applicable = 0; I have done this more than three times = 1
Wave6,q78,"78 Thinking of whether you voted or not ever since you became eligible for voting, how would you describe yourself-have you voted in every election, voted in most elections, voted in some elections or hardly ever voted?",Missing = -1; Not applicable = 0; Voted in every election = 1
Wave3,q78a,q78a. Do you strongly agree or just agree with the chosen statement?,Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q79,Contacted government (administrative) official,Once = 1; More than once = 2; Never = 3
Wave3,q79,"q79. Let's talk for a moment about the kind of government you would like to have in this country, which of the followings statements do you agree with most? Choose the first or the second statement. [Interviewer: Probe whether respondent strongly agrees o",Missing = -1; Statement 1. Multiple parties compete to represent political = 1; Statement 2. One party represents the interests of all the p = 2
Wave4,q79,79. Which of the following statements do you agree with most?,Missing = -1; Government leaders implement what voters want. = 1; Government leaders do what they think is best for the people. = 2
Wave5,q79,79 Attended a demonstration or protest march,Missing = -1; Not applicable = 0; I have done this more than three times = 1
Wave6,q79,"79 In recent years and thinking about election campaigns, has a candidate or someone from a political party or campaign team offered you something, like food, cash, a gift, or a job in return for your vote or support?",Missing = -1; Not applicable = 0; Often = 1
Wave3,q79a,q79a. Do you strongly agree or just agree with the chosen statement?,Missing = -1; Not applicable = 0; Strongly agree = 1
Wave4,q79a,79a. Do you strongly agree or just agree with the chosen statement?,Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q8,Trust in the Courts,None at all = 1; Not Very Much Trust = 2; Quite a Lot of Trust = 3
Wave3,q8,q8. The courts,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2
Wave4,q8,8 The courts,Mssing = -1; A great deal of trust = 1; Quite a lot of trust = 2
Wave5,q8,8 The courts,Missing = -1; Trust fully = 1; Trust a lot = 2
Wave6,q8,8 The courts,Missing = -1; Not applicable = 0; A great deal of trust = 1
Wave2,q80,Contacted officials at higher level,Once = 1; More than once = 2; Never = 3
Wave3,q80,"q80. Over the long run, our system of government is capable of solving the problems our country faces.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave4,q80,80. which of the following statements do you agree with most?,"Missing = -1; Government is our employee, the people should tell government what needs to be done. = 1; The government is like parent, it should decide what is good for us = 2"
Wave5,q80,80 Taken an action or done something for a political cause that put you in a risk of getting injured,Missing = -1; Not applicable = 0; I have done this more than three times = 1
Wave6,q80,"80  Over the long run, our system of government is capable of solving the problems our country faces.",Missing = -1; Not applicable = 0; Strongly agree = 1
Wave4,q80a,80a. Do you strongly agree or just agree with the chosen statement?,Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q81,Contacted elected officials or legislative representatives at any level,Once = 1; More than once = 2; Never = 3
Wave3,q81,"q81. Thinking in general, I am proud of our system of government.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave4,q81,81. which of the following statements do you agree with most?,Missing = -1; The media should have the right to publish news and ideas without government control = 1; The government should have the right to prevent the media from publishing things that might be politically destabilizing = 2
Wave5,q81,"81 Thinking of whether you voted or not ever since you became eligible for voting, how would you describe yourself-have you voted in every election, voted in most elections, voted in some elections or hardly ever voted?",Missing = -1; Not applicable (eligible only once) = 0; Voted in every election = 1
Wave6,q81,"81  Thinking in general, I am proud of our system of government.",Missing = -1; Not applicable = 0; Strongly agree = 1
Wave4,q81a,81a. Do you strongly agree or just agree with the chosen statement?,Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q82,Contacted officials of political parties or other political organizations,Once = 1; More than once = 2; Never = 3
Wave3,q82,"q82. A system like ours, even if it runs into problems, deserves the people's support.",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave4,q82,82. which of the following statements do you agree with most?,Missing = -1; Political leaders are chosen by the people through open and competitive elections = 1; Political leaders are chosen on the basis on their virtue and capability even without election = 2
Wave5,q82,82 which of the following statements do you agree with most?government leaders vs.their citizens,Missing = -1; Government leaders implement what voters want. = 1; Government leaders do what they think is best for the people. = 2
Wave6,q82,"82  A system like ours, even if it runs into problems, deserves the people's support.",Missing = -1; Not applicable = 0; Strongly agree = 1
Wave4,q82a,82a. Do you strongly agree or just agree with the chosen statement?,Missing = -1; Not applicable = 0; Strongly agree = 1
Wave5,q82a,82a Do you strongly agree or just agree with the chosen statement?,Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q83,Contacted representative of non-government/civil society organizations,Once = 1; More than once = 2; Never = 3
Wave3,q83,q83. I would rather live under our system of government than any other that I can think of.,Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave4,q83,"83. Over the long run, our system of government is capable of solving the problems our country faces",Missing = -1; Strongly agree = 1; Agree = 2
Wave5,q83,83 Which of the following statements do you agree with most? the problem of accountability,"Missing = -1; It is more important for citizens to be able to hold government accountable, even if that means it makes decisions more = 1; It is more important to have a government that can get things done, even if we have on influence over what it does = 2"
Wave6,q83,83  I would rather live under our system of government than any other that I can think of.,Missing = -1; Not applicable = 0; Strongly agree = 1
Wave5,q83a,83a Do you strongly agree or just agree with the chosen statement?,Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q84,Contacted traditional leaders/community leaders (IN: Mass media; TW/HK: Acquaintances in the government),Once = 1; More than once = 2; Never = 3
Wave3,q84,"q84. Compared with other systems in the world, would you say our system of government works fine as it is, needs minor change, needs major change, or should be replaced?","Missing = -1; It works fine, not need to change = 1; Needs minor change = 2"
Wave4,q84,"84. Thinking in general, I am proud of our system of government",Missing = -1; Strongly agree = 1; Agree = 2
Wave5,q84,84 Which of the following statements do you agree with most? freedom of the press,Missing = -1; The media should have the right to publish news and ideas without government control = 1; The government should have the right to prevent the media from publishing things that might be politically destabilizing = 2
Wave6,q84,"84 Would you say our system of government works fine as it is, needs minor change, needs major change, or should be replaced?","Missing = -1; Not applicable = 0; It works fine, no need to change = 1"
Wave5,q84a,84a Do you strongly agree or just agree with the chosen statement?,Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q85,Contacted other influential people,Once = 1; More than once = 2; Never = 3
Wave3,q85,"q85. Many things may be desirable, but not all of them are essential characteristics of democracy. If you have to choose only one from each four sets of statements that I am going to read, which one would you choose as the most essential characteristics o",Missing = -1; Government narrows the gap between the rich and the poor. = 1; People choose the government leaders in free and fair electi = 2
Wave4,q85,"85 A system like ours, even if it runs into problems, deserves the people's support",Missing = -1; Strongly agree = 1; Agree = 2
Wave5,q85,85 Which of the following statements do you agree with most? political leader,Missing = -1; Political leaders are chosen by the people through open and competitive elections = 1; Political leaders are chosen on the basis on their virtue and capability even without election = 2
Wave6,q85,85 Which one would you choose as the most essential characteristics of a democracy: Set 1?,Missing = -1; Not applicable = 0; Government narrows the gap between the rich and the poor = 1
Wave5,q85a,85a Do you strongly agree or just agree with the chosen statement?,Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q86,Refused to pay taxes or fees to the government,Once = 1; More than once = 2; Never = 3
Wave3,q86,"q86. If you have to choose only one from each four sets of statements that I am going to read, which one would you choose as the most essential characteristics of a democracy?","Missing = -1; The legislature has oversight over the government. = 1; Basic necessities, like food, clothes and shelter, are provi = 2"
Wave4,q86,86. I would rather live under our system of government than any other that I can think of,Missing = -1; Strongly agree = 1; Agree = 2
Wave5,q86,"86 Over the long run, our system of government is capable of solving the problems our country face",Missing = -1; Strongly agree = 1; Agree = 2
Wave6,q86,86 Which one would you choose as the most essential characteristics of a democracy: Set 2?,Missing = -1; Not applicable = 0; The legislature has oversight over the government = 1
Wave2,q87,Got together with others to raise an issue or sign a petition,Once = 1; More than once = 2; Never = 3
Wave3,q87,"q87. If you have to choose only one from each four sets of statements that I am going to read, which one would you choose as the most essential characteristics of a democracy?",Missing = -1; Government ensures law and order. = 1; Media is free to criticize the things government does. = 2
Wave4,q87,"87. would you say our system of government works fine as it is, needs minor change, needs major change, or should be replaced?","Missing = -1; It works fine, not need to change = 1; Needs minor change = 2"
Wave5,q87,"87 Thinking in general, I am proud of our system of government",Missing = -1; Strongly agree = 1; Agree = 2
Wave6,q87,87 Which one would you choose as the most essential characteristics of a democracy: Set 3?,Missing = -1; Not applicable = 0; Government ensures law and order = 1
Wave2,q88,Attended a demonstration or protest march,Not applicable = 0; Once = 1; More than once = 2
Wave3,q88,"q88. If you have to choose only one from each four sets of statements that I am going to read, which one would you choose as the most essential characteristics of a democracy?",Missing = -1; People have the freedom to take part in protests and demonst = 1; Politics is clean and free of corruption. = 2
Wave4,q88,88  which one would you choose as the most essential characteristics of a democracy?,Missing = -1; Government narrows the gap between the rich and the poor = 1; People choose the government leaders in free and fair election = 2
Wave5,q88,"88 A system like ours, even if it runs into problems, deserves the people's support",Missing = -1; Strongly agree = 1; Agree = 2
Wave6,q88,88 Which one would you choose as the most essential characteristics of a democracy: Set 4?,Missing = -1; Not applicable = 0; People have the freedom to take part in protests and demonstrations. = 1
Wave2,q89,Used force or violence for a political cause,Once = 1; More than once = 2; Never = 3
Wave3,q89,"q89. On the whole, how satisfied or dissatisfied are you with the way democracy works in [Country].  Are you …?",Missing = -1; Very satisfied = 1; Fairly satisfied = 2
Wave4,q89,89. which one would you choose as the most essential characteristics of a democracy?,"Missing = -1; The legislature has oversight over the government. = 1; Basic necessities, like food, clothes and shelter, are provided for all. = 2"
Wave5,q89,89 I would rather live under our system of government than any other that I can think of.,Missing = -1; Strongly agree = 1; Agree = 2
Wave6,q89,"89 To you, what does “democracy” mean? (open-ended) <optional>",Missing = -1; Not applicable = 0
Wave2,q9,Trust in the national government,None at all = 1; Not Very Much Trust = 2; Quite a Lot of Trust = 3
Wave3,q9,q9. The national government [in capital city],Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2
Wave4,q9,9 National government in the capital city,Mssing = -1; A great deal of trust = 1; Quite a lot of trust = 2
Wave5,q9,9 National government in the capital city,Missing = -1; Trust fully = 1; Trust a lot = 2
Wave6,q9,9 National government in the capital city,Missing = -1; Not applicable = 0; A great deal of trust = 1
Wave2,q90,"Thinking of whether you voted or not ever since you became eligible for voting, how would you describe yourself-have you voted",Not applicable (eligible only once) = 0; Voted in every election = 1; Voted in most elections = 2
Wave3,q90,q90. In your opinion how much of a democracy is [Country Name] ?,"Missing = -1; A full democracy = 1; A democracy, but with minor problems = 2"
Wave4,q90,90. which one would you choose as the most essential characteristics of a democracy?,Missing = -1; Government ensures law and order = 1; Media is free to criticize the things government does. = 2
Wave5,q90,"90 Would you say our system of government works fine as it is, needs minor change, needs major change, or should be replaced?","Missing = -1; It works fine, not need to change = 1; Needs minor change = 2"
Wave6,q90,"90 On the whole, how satisfied or dissatisfied are you with the way democracy works in the country?",Missing = -1; Not applicable = 0; Very satisfied = 1
Wave3,q91,q91. Here is a scale: 1 means completely undemocratic and 10 means completely democratic. Where would you place our country under the present government?,Missing = -1; Do not understand the question = 97; Can't choose = 98
Wave4,q91,91. which one would you choose as the most essential characteristics of a democracy?,Missing = -1; People have the freedom to take part in protests and demonstrations = 1; Politics is clean and free of corruption. = 2
Wave5,q91,91 The courts protects the ordinary people from the abuse of government power,Missing = -1; Definitely not an essential characteristic of democracy = 1; 2 = 2
Wave6,q91,91 In your opinion how much of a democracy is our country?,Missing = -1; Not applicable = 0; A Full Democracy = 1
Wave2,q91_1,"To you, what does ""democracy"" mean?  What else?",Don't understand the question = 95; Unclassifiable = 96; No substance in answer = 97
Wave2,q91_2,Second Response,Don't understand the question = 95; Unclassifiable = 96; No substance in answer = 97
Wave2,q91_3,Third Response,Don't understand the question = 95; Unclassifiable = 96; No substance in answer = 97
Wave2,q92,People often differ in their views on the characteristic that is essential to democracy. If you have to choose only one of the things,No answer = 0; Opportunity to change the government through elections = 1; Freedom to criticize those in power = 2
Wave3,q92,q92. Where would you place our country ten years ago?,Missing = -1; Do not understand the question = 97; Can't choose = 98
Wave4,q92,"92 On the whole, how satisfied or dissatisfied are you with the way democracy works in the country?",Missing = -1; Very satisfied = 1; Fairly satisfied = 2
Wave5,q92,92 Politics is clean and free of corruption,Missing = -1; Definitely not an essential characteristic of democracy = 1; 2 = 2
Wave6,q92,92 Where would you place our country under the present government?,Missing = -1; Not applicable = 0; Completely undemocratic = 1
Wave2,q93,"On the whole, how satisfied or dissatisfied are you with the way democracy works in [country]?",Not at all satisfied = 1; Not very satisfied = 2; Fairly satisfied = 3
Wave3,q93,q93. Where would you want our country to be in the future?,Missing = -1; Do not understand the question = 97; Can't choose = 98
Wave4,q93,93. In your opinion how much of a democracy is the country?,"Missing = -1; A full democracy = 1; A democracy, but with minor problems = 2"
Wave5,q93,93 People have the freedom to take part in protests and demonstrations,Missing = -1; Definitely not an essential characteristic of democracy = 1; 2 = 2
Wave6,q93,93 Where would you place our country ten years ago?,Missing = -1; Not applicable = 0; Completely undemocratic = 1
Wave2,q94,In your opinion how much of a democracy is [country]?,"A full democracy = 1; A democracy, but with minor problems = 2; A democracy, with major problems = 3"
Wave3,q94,"q94. Here is a similar scale of 1 to 10 measuring the extent to which people think democracy is suitable for our country. If ""1"" means that democracy is completely unsuitable for [name of country] today and ""10"" means that it is completely suitable, where",Missing = -1; Do not understand the question = 97; Can't choose = 98
Wave4,q94,94 Where would you place our country under the present government?,Missing = -1; Completely Undemocratic = 1; 2 = 2
Wave5,q94,"94 When making laws, the government seek advice from religious authorities",Missing = -1; Definitely not an essential characteristic of democracy = 1; 2 = 2
Wave6,q94,94 Where would you expect our country to be ten years from now?,Missing = -1; Not applicable = 0; Completely undemocratic = 1
Wave2,q95,Where would you place our country during the period of [the name of the most recent government under authoritarian rule]?,Complete Dictatorship = 1; ... = 2; ... = 3
Wave3,q95,"q95. How satisfied or dissatisfied are you with the [name of president, etc. ruling current] government?  Are you …?",Missing = -1; Very satisfied = 1; Somewhat satisfied = 2
Wave4,q95,95 Where would you place our country ten years ago?,Missing = -1; Completely Undemocratic = 1; 2 = 2
Wave5,q95,95 Political leaders rule by following their own wisdom rathan than people's preferences to ensure a society's collective welfare,Missing = -1; Definitely not an essential characteristic of democracy = 1; 2 = 2
Wave6,q95,95 Where would you place our country today? Democracy is suitable or not,Missing = -1; Not applicable = 0; Democracy is completely unsuitable = 1
Wave2,q96,Where would you place our country under the present government?,Complete Dictatorship = 1; ... = 2; ... = 3
Wave3,q96,"q96. In your opinion, what are the most important problems facing this country that government should address?",Missing = -1; Economics = 100; Management of the economy = 110
Wave4,q96,96 Where would you expect our country to be ten years from now?,Missing = -1; Completely Undemocratic = 1; 2 = 2
Wave5,q96,96 Rule by one party that represents the interests of all classes,Missing = -1; Definitely not an essential characteristic of democracy = 1; 2 = 2
Wave6,q96,96 How satisfied or dissatisfied are you with the current president/government?,Missing = -1; Not applicable = 0; Very satisfied = 1
Wave2,q97,To what extent would you want our country to be democratic now?,Complete Dictatorship = 1; ... = 2; ... = 3
Wave3,q97,q97. How likely is it that the government will solve the most important problem you identified within the next five years? [Read out options],Missing = -1; Not applicable = 0; Very likely = 1
Wave4,q97,97 Whether you think democracy is suitable for our country,Missing = -1; Democracy is completely unsuitable = 1; 2 = 2
Wave5,q97,97 Qualified candidates are pre-selected by religious leaders,Missing = -1; Definitely not an essential characteristic of democracy = 1; 2 = 2
Wave6,q97,97 What are the most important problems facing this country that government should address? First,Missing = -1; Not applicable = 0; Management of the economy = 1
Wave6,q97a,97a What are the most important problems facing this country that government should address? Second,Missing = -1; Not applicable = 0; Management of the economy = 1
Wave6,q97aother,97a. Other specify responses,NA
Wave6,q97b,97b What are the most important problems facing this country that government should address? Third,Missing = -1; Not applicable = 0; Management of the economy = 1
Wave6,q97bother,97b. Other specify responses,NA
Wave6,q97other,97. Other specify responses,NA
Wave2,q98,Which would you think democracy is suitable for our country?,Democracy is completely unsuitable = 1; ... = 2; ... = 3
Wave3,q98,"q98. Now I am going to read to you a list of statements that describe how people often feel about the state of affairs in [country name]. Please tell me whether you strongly agree, somewhat agree, somewhat disagree, or strongly disagree with each of these",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave4,q98,98 How satisfied or dissatisfied are you with the current government?,Missing = -1; Very satisfied = 1; Somewhat satisfied = 2
Wave5,q98,"98 If you have to choose only one, which of the following you think is the most essential element of a democracy?","Missing = -1; People are free to express their political views openly. = 1; Basic necessities, like food, clothes and shelter, are provided for all = 2"
Wave6,q98,98 How likely is it that the government will solve the most important problem you identified within the next five years?,Missing = -1; Not applicable = 0; Very likely = 1
Wave2,q99,How satisfied or dissatisfied are you with the [name of present] government?,Very satisfied = 1; Somewhat satisfied = 2; Somewhat dissatisfied = 3
Wave3,q99,q99. Political parties or candidates in our country have equal access to the mass media during the election period.,Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave4,q99,99 What are the first most important problems facing this country? 1st,"Missing = -1; Management of the economy = 1; Wages, incomes and salaries = 2"
Wave5,q99,"99 On the whole, how satisfied or dissatisfied are you with the way democracy works in our country?",Missing = -1; Very satisfied = 1; Fairly satisfied = 2
Wave6,q99,99 Citizens are able to remove a government they don't like through elections.,Missing = -1; Not applicable = 0; Strongly agree = 1
Wave4,q99a,99a. What are the second most important problems facing this country? 2nd,Missing = -1; Not applicable = 0; Management of the economy = 1
Wave4,q99b,99b. What are the third most important problems facing this country? 3rd,Missing = -1; Not applicable = 0; Management of the economy = 1
